username,bonus_template_name,amount_deposited,num_deposits,num_bets,all_stake_total
BETR76463883,WOODS230222_Ajax,20,1,1,1
BETR85574228,WOODS230222_Ajax,20,1,1,1
BETR56927848,WOODS230222_Ajax,220,11,11,36.5
BETR23866941,WOODS230222_Ajax,20,1,1,1
BETR33682722,WOODS230222_Ajax,20,1,1,1
BETR74467647,WOODS230222_Ajax,13280,747,747,256.23
BETR34487333,WOODS230222_Ajax,80,4,4,20
BETR22848368,WOODS230222_Ajax,3220,161,161,276.17
BETR59663644,WOODS230222_Ajax,25560,568,568,3372.92
BETR22855731,WOODS230222_Ajax,200,3,3,3
BETR67689223,WOODS230222_Ajax,20,1,1,1
BETR23847537,WOODS230222_Ajax,2200,15,15,2205
BETR59533244,WOODS230222_Ajax,180,9,9,10
BETR77692992,WOODS230222_Ajax,1580,79,79,107.56
BETR33478271,WOODS230222_Ajax,23775,2536,2536,615.28
BETR59634354,WOODS230222_Ajax,95875,767,767,137.2
BETR26375952,WOODS230222_Ajax,100,5,5,10
BETR76469656,WOODS230222_Ajax,50,4,4,4
BETR27554653,WOODS230222_Ajax,900,18,18,18
BETR55934571,WOODS230222_Ajax,3200,240,240,199.53
BETR96838999,WOODS230222_Ajax,30,1,1,1
BETR27423324,WOODS230222_Ajax,40,2,2,20
BETR73466429,WOODS230222_Ajax,20,1,1,1
BETR64989395,WOODS230222_Ajax,360,18,18,30
BETR95488744,WOODS230222_Ajax,26,1,1,1
BETR23473941,WOODS230222_Ajax,850,51,51,362.55
BETR75457999,WOODS230222_Ajax,20,1,1,1
BETR63575841,WOODS230222_Ajax,100,5,5,27
BETR27862444,WOODS230222_Ajax,360,18,18,21
BETR27992455,WOODS230222_Ajax,20,1,1,1
BETR33694589,WOODS230222_Ajax,1320,66,66,14
BETR55253962,WOODS230222_Ajax,80,4,4,20
BETR46978225,WOODS230222_Ajax,39,2,2,2
BETR56325569,WOODS230222_Ajax,260,13,13,3.08
BETR62974324,WOODS230222_Ajax,810,6,6,6
BETR93482874,WOODS230222_Ajax,95,7,7,7
BETR82432484,WOODS230222_Ajax,100,1,1,1
BETR99252563,WOODS230222_Ajax,40,2,2,2
BETR82632785,WOODS230222_Ajax,80,4,4,20
BETR85267625,WOODS230222_Ajax,960,64,64,85.18
BETR99979682,WOODS230222_Ajax,20,1,1,1
BETR54939973,WOODS230222_Ajax,10400,480,480,102.6
BETR37387241,WOODS230222_Ajax,2892,114,114,418
BETR95423639,WOODS230222_Ajax,520,26,26,63
BETR59548996,WOODS230222_Ajax,480,48,48,90
BETR83443649,WOODS230222_Ajax,160,8,8,53.62
BETR95828458,WOODS230222_Ajax,420,24,24,80
BETR26338445,WOODS230222_Ajax,820,32,32,200
BETR38492364,WOODS230222_Ajax,620,31,31,20
BETR82434679,WOODS230222_Ajax,750,15,15,84
BETR74845988,WOODS230222_Ajax,60,3,3,20
BETR68826337,WOODS230222_Ajax,1705,124,124,201.6
BETR79276695,WOODS230222_Ajax,55,8,8,8
BETR88825945,WOODS230222_Ajax,160,8,8,40
BETR79977868,WOODS230222_Ajax,60,3,3,11.5
BETR87777658,WOODS230222_Ajax,31460,1573,1573,260
BETR59467341,WOODS230222_Ajax,275,11,11,38.3
BETR67863265,WOODS230222_Ajax,2170,93,93,210
BETR76287595,WOODS230222_Ajax,20,1,1,1
BETR44836589,WOODS230222_Ajax,800,40,40,47
BETR85786751,WOODS230222_Ajax,240,16,16,87.2
BETR63932569,WOODS230222_Ajax,3360,384,384,480
BETR33896365,WOODS230222_Ajax,3040,114,114,306
BETR59832569,WOODS230222_Ajax,80,3,3,3
BETR47736749,WOODS230222_Ajax,5460,260,260,650
BETR92684996,WOODS230222_Ajax,20,1,1,1
BETR78439497,WOODS230222_Ajax,20,1,1,1
BETR66348237,WOODS230222_Ajax,1200,48,48,64
BETR58388838,WOODS230222_Ajax,140,10,10,20
BETR53947955,WOODS230222_Ajax,80,4,4,20
BETR82769467,WOODS230222_Ajax,150,3,3,74.44
BETR88957899,WOODS230222_Ajax,2020,101,101,40.31
BETR89892687,WOODS230222_Ajax,140,7,7,20
BETR85875875,WOODS230222_Ajax,800,8,8,100
BETR82799389,WOODS230222_Ajax,50,1,1,1
BETR28469857,WOODS230222_Ajax,60,3,3,10
BETR99726576,WOODS230222_Ajax,1280,64,64,26.06
BETR28787326,WOODS230222_Ajax,1368,54,54,94.68
BETR75332289,WOODS230222_Ajax,1440,72,72,73.5
BETR36994365,WOODS230222_Ajax,180,12,12,12
BETR35989539,WOODS230222_Ajax,3620,181,181,44.51
BETR33626696,WOODS230222_Ajax,320,16,16,200.93
BETR86647686,WOODS230222_Ajax,68,3,3,3
BETR44973758,WOODS230222_Ajax,40,2,2,20
BETR32329437,WOODS230222_Ajax,42,2,2,21
BETR79338492,WOODS230222_Ajax,100,4,4,25
BETR89778967,WOODS230222_Ajax,8640,432,432,539.88
BETR47482448,WOODS230222_Ajax,400,2,2,51
BETR36499228,WOODS230222_Ajax,180,8,8,40
BETR59234783,WOODS230222_Ajax,1700,80,80,284
BETR62343991,WOODS230222_Ajax,200,2,2,2
BETR96748892,WOODS230222_Ajax,300,6,6,50
BETR25349435,WOODS230222_Ajax,9150,270,270,576
BETR77356269,WOODS230222_Ajax,60,3,3,11
BETR99364549,WOODS230222_Ajax,40,2,2,20
BETR62482959,WOODS230222_Ajax,1040,65,65,400
BETR79342628,WOODS230222_Ajax,60,3,3,11.8
BETR85224963,WOODS230222_Ajax,120,6,6,9.41
BETR73572755,WOODS230222_Ajax,805,69,69,105
BETR38324559,WOODS230222_Ajax,80,4,4,20
BETR78477994,WOODS230222_Ajax,1520,52,52,156
BETR34759881,WOODS230222_Ajax,224,7,7,7
BETR94379548,WOODS230222_Ajax,20,1,1,1
BETR75224553,WOODS230222_Ajax,40,2,2,20
BETR97828654,WOODS230222_Ajax,560,28,28,60
BETR48898552,WOODS230222_Ajax,270,18,18,22
BETR88447987,WOODS230222_Ajax,280,14,14,20
BETR58787532,WOODS230222_Ajax,40,2,2,20
BETR39779624,WOODS230222_Ajax,20,1,1,1
BETR39854888,WOODS230222_Ajax,1520,2,2,2
BETR29682521,WOODS230222_Ajax,540,27,27,20
BETR74964351,WOODS230222_Ajax,406,28,28,182.32
BETR65928645,WOODS230222_Ajax,3410,279,279,1062
BETR95827376,WOODS230222_Ajax,200,10,10,17.5
BETR75946660,WOODS230222_Ajax,280,14,14,40
BETR77359482,WOODS230222_Ajax,100,5,5,20
BETR58379386,WOODS230222_Ajax,120,6,6,10
BETR32647494,WOODS230222_Ajax,23912,2352,2352,2839.2
BETR29433260,WOODS230222_Ajax,40,2,2,20
BETR49334479,WOODS230222_Ajax,240,12,12,23.03
BETR73722747,WOODS230222_Ajax,60,3,3,20
BETR97567881,WOODS230222_Ajax,2640,132,132,24.49
BETR29796440,WOODS230222_Ajax,40,2,2,20
BETR68252396,WOODS230222_Ajax,100,5,5,20
BETR68268977,WOODS230222_Ajax,260,13,13,29.16
BETR59338931,WOODS230222_Ajax,300,15,15,33
BETR99734236,WOODS230222_Ajax,220,11,11,20
BETR56849690,WOODS230222_Ajax,60,3,3,5
BETR39872998,WOODS230222_Ajax,260,13,13,20
BETR93449372,WOODS230222_Ajax,280,14,14,10
BETR94236537,WOODS230222_Ajax,20,1,1,1
BETR95842690,WOODS230222_Ajax,25,1,1,1
BETR27637295,WOODS230222_Ajax,60,3,3,5
BETR66765638,WOODS230222_Ajax,1575,63,63,57
BETR26239872,WOODS230222_Ajax,80,4,4,20
BETR42752737,WOODS230222_Ajax,40,2,2,20
BETR79933888,WOODS230222_Ajax,90,9,9,15
BETR64422564,WOODS230222_Ajax,60,3,3,20
BETR29549930,WOODS230222_Ajax,60,3,3,20
BETR83296467,WOODS230222_Ajax,1300,65,65,12.9
BETR39538399,WOODS230222_Ajax,160,8,8,15
BETR29938581,WOODS230222_Ajax,40,2,2,20
BETR39692367,WOODS230222_Ajax,707,7,7,101
BETR75764943,WOODS230222_Ajax,1255,13,13,13
BETR46294974,WOODS230222_Ajax,20,1,1,1
BETR89266945,WOODS230222_Ajax,4360,218,218,246.48
BETR66826452,WOODS230222_Ajax,160,4,4,37
BETR75348594,WOODS230222_Ajax,20,1,1,1
BETR29823665,WOODS230222_Ajax,14973,92,92,2604
BETR78732826,WOODS230222_Ajax,125,5,5,25
BETR57527955,WOODS230222_Ajax,60,3,3,8
BETR56496559,WOODS230222_Ajax,60,3,3,3
BETR54962452,WOODS230222_Ajax,120,6,6,20
BETR35876495,WOODS230222_Ajax,40,2,2,21
BETR22749986,WOODS230222_Ajax,380,19,19,20
BETR38656476,WOODS230222_Ajax,80,4,4,20
BETR24353631,WOODS230222_Ajax,40,2,2,20
BETR35967247,WOODS230222_Ajax,768,48,48,54
BETR86742350,WOODS230222_Ajax,2640,88,88,80
BETR79259285,WOODS230222_Ajax,60,3,3,20
BETR64379844,WOODS230222_Ajax,340,17,17,35.58
BETR84495999,WOODS230222_Ajax,140,4,4,4
BETR72484561,WOODS230222_Ajax,738,36,36,139.76
BETR47947732,WOODS230222_Ajax,60,3,3,15
BETR38229991,WOODS230222_Ajax,20,1,1,1
BETR37447853,WOODS230222_Ajax,280,14,14,35
BETR55724264,WOODS230222_Ajax,20,1,1,1
BETR95442371,WOODS230222_Ajax,20,1,1,1
BETR77853355,WOODS230222_Ajax,300,3,3,3
BETR54679480,WOODS230222_Ajax,60,3,3,11
BETR43327279,WOODS230222_Ajax,40,2,2,20
BETR99423796,WOODS230222_Ajax,60,3,3,6
BETR57788967,WOODS230222_Ajax,20,1,1,1
BETR65994756,WOODS230222_Ajax,20,1,1,1
BETR59677740,WOODS230222_Ajax,20,1,1,1
BETR76974242,WOODS230222_Ajax,423,21,21,21
BETR49829258,WOODS230222_Ajax,20,1,1,1
BETR49334646,WOODS230222_Ajax,640,32,32,35
BETR34836322,WOODS230222_Ajax,380,19,19,20
BETR84473461,WOODS230222_Ajax,20,1,1,1
BETR89524687,WOODS230222_Ajax,400,8,8,40
BETR47895866,WOODS230222_Ajax,11070,45,45,5505
BETR98953287,WOODS230222_Ajax,100,5,5,20
BETR39464773,WOODS230222_Ajax,20,1,1,1
BETR98898830,WOODS230222_Ajax,125,5,5,25
BETR29452988,WOODS230222_Ajax,20,1,1,1
BETR78998833,WOODS230222_Ajax,9842,370,370,662.5
BETR42272723,WOODS230222_Ajax,20,1,1,1
BETR72656463,WOODS230222_Ajax,400,20,20,25.6
BETR22546950,WOODS230222_Ajax,300,15,15,8.38
BETR78493291,WOODS230222_Ajax,25,2,2,2
BETR57467923,WOODS230222_Ajax,40,2,2,20
BETR56625836,WOODS230222_Ajax,120,6,6,20
BETR76338792,WOODS230222_Ajax,240,12,12,11
BETR66774722,WOODS230222_Ajax,20,1,1,1
BETR68438844,WOODS230222_Ajax,6625,159,159,252
BETR79679939,WOODS230222_Ajax,960,48,48,214.2
BETR84735576,WOODS230222_Ajax,40,2,2,20
BETR94423647,WOODS230222_Ajax,100,5,5,5
BETR37427756,WOODS230222_Ajax,420,14,14,60.15
BETR59245758,WOODS230222_Ajax,40,2,2,5
BETR75926372,WOODS230222_Ajax,20,1,1,1
BETR97946433,WOODS230222_Ajax,45,3,3,3
BETR79457728,WOODS230222_Ajax,40,2,2,20
BETR26564677,WOODS230222_Ajax,9312,672,672,442.05
BETR36386498,WOODS230222_Ajax,240,12,12,32
BETR73589241,WOODS230222_Ajax,2180,109,109,97.32
BETR67295851,WOODS230222_Ajax,20,1,1,1
BETR23559485,WOODS230222_Ajax,7935,552,552,629.44
BETR97668670,WOODS230222_Ajax,160,8,8,12
BETR48342741,WOODS230222_Ajax,60,3,3,20
BETR64633830,WOODS230222_Ajax,40,2,2,20
BETR58738473,WOODS230222_Ajax,40,2,2,2
BETR26277232,WOODS230222_Ajax,340,17,17,24
BETR32236339,WOODS230222_Ajax,40,2,2,20
BETR38783769,WOODS230222_Ajax,280,14,14,20
BETR73295951,WOODS230222_Ajax,60,3,3,31.32
BETR97583577,WOODS230222_Ajax,80,4,4,11
BETR37262395,WOODS230222_Ajax,120,6,6,5
BETR62534375,WOODS230222_Ajax,108945,3228,3228,6064.32
BETR56834245,WOODS230222_Ajax,90820,3040,3040,3810.08
BETR95549780,WOODS230222_Ajax,60,3,3,3
BETR73367689,WOODS230222_Ajax,1040,52,52,100
BETR24386530,WOODS230222_Ajax,20,1,1,1
BETR79834840,WOODS230222_Ajax,220,11,11,20
BETR74859435,WOODS230222_Ajax,20,1,1,1
BETR49896830,WOODS230222_Ajax,100,5,5,20
BETR35988648,WOODS230222_Ajax,160,8,8,21
BETR77253759,WOODS230222_Ajax,120,4,4,16
BETR57624388,WOODS230222_Ajax,20,1,1,1
BETR69547774,WOODS230222_Ajax,20,1,1,1
BETR94885872,WOODS230222_Ajax,1890,81,81,625.92
BETR98735357,WOODS230222_Ajax,182600,2656,2656,10655.52
BETR65632993,WOODS230222_Ajax,360,18,18,22
BETR72633495,WOODS230222_Ajax,105,5,5,20
BETR87367521,WOODS230222_Ajax,120,6,6,12
BETR36684549,WOODS230222_Ajax,27370,1054,1054,2130.01
BETR28742950,WOODS230222_Ajax,40,2,2,2
BETR33767757,WOODS230222_Ajax,40,2,2,2
BETR72798637,WOODS230222_Ajax,1000,50,50,40.03
BETR74848293,WOODS230222_Ajax,840,42,42,80.3
BETR99557699,WOODS230222_Ajax,140,7,7,13
BETR75446856,WOODS230222_Ajax,80,4,4,17
BETR22236882,WOODS230222_Ajax,240,12,12,40
BETR24242539,WOODS230222_Ajax,100,5,5,11
BETR22827394,WOODS230222_Ajax,20,1,1,1
BETR83596574,WOODS230222_Ajax,160,8,8,16
BETR68628733,WOODS230222_Ajax,100,5,5,20
BETR32495378,WOODS230222_Ajax,221796,5124,5124,18229.68
BETR24922844,WOODS230222_Ajax,20,1,1,1
BETR87357324,WOODS230222_Ajax,2112,44,44,46
BETR22799967,WOODS230222_Ajax,60,2,2,30
BETR88336854,WOODS230222_Ajax,120,6,6,12
BETR56562841,WOODS230222_Ajax,20,1,1,1
BETR27864745,WOODS230222_Ajax,4335,510,510,622.9
BETR24856873,WOODS230222_Ajax,320,16,16,17.5
BETR99577291,WOODS230222_Ajax,20,1,1,1
BETR42723928,WOODS230222_Ajax,4280,214,214,83.28
BETR38646941,WOODS230222_Ajax,320,16,16,11
BETR64598993,WOODS230222_Ajax,60,3,3,20
BETR86347586,WOODS230222_Ajax,200,10,10,20
BETR97944453,WOODS230222_Ajax,800,40,40,76.3
BETR33356593,WOODS230222_Ajax,600,30,30,141.04
BETR66776887,WOODS230222_Ajax,78,4,4,40
BETR68929267,WOODS230222_Ajax,360,18,18,20
BETR56336725,WOODS230222_Ajax,1188,66,66,312
BETR53939776,WOODS230222_Ajax,20,1,1,1
BETR82696541,WOODS230222_Ajax,20,1,1,1
BETR73754465,WOODS230222_Ajax,150,10,10,8
BETR37573736,WOODS230222_Ajax,160,8,8,19
BETR28924882,WOODS230222_Ajax,20,1,1,1
BETR74984922,WOODS230222_Ajax,140,7,7,10
BETR99737664,WOODS230222_Ajax,96,4,4,4
BETR32758961,WOODS230222_Ajax,7980,228,228,786.24
BETR73235292,WOODS230222_Ajax,40,2,2,20
BETR72459859,WOODS230222_Ajax,20,1,1,1
BETR85423960,WOODS230222_Ajax,7525,430,430,122.08
BETR29784331,WOODS230222_Ajax,800,16,16,131.7
BETR47625869,WOODS230222_Ajax,40,2,2,20
BETR87668468,WOODS230222_Ajax,200,10,10,20
BETR86534979,WOODS230222_Ajax,100,5,5,20
BETR44595370,WOODS230222_Ajax,20,1,1,1
BETR55354461,WOODS230222_Ajax,140,7,7,32
BETR37749629,WOODS230222_Ajax,240,12,12,20
BETR66752492,WOODS230222_Ajax,120,6,6,40
BETR74374648,WOODS230222_Ajax,550,44,44,94.64
BETR52322357,WOODS230222_Ajax,225,9,9,43.25
BETR88725320,WOODS230222_Ajax,220,11,11,20
BETR76869623,WOODS230222_Ajax,1740,87,87,26
BETR54945684,WOODS230222_Ajax,8400,420,420,336
BETR24344851,WOODS230222_Ajax,20,1,1,1
BETR24762853,WOODS230222_Ajax,640,32,32,161.7
BETR72897378,WOODS230222_Ajax,240,12,12,6.97
BETR23947985,WOODS230222_Ajax,230,8,8,8
BETR52347367,WOODS230222_Ajax,40,2,2,20
BETR27767589,WOODS230222_Ajax,560,28,28,30
BETR85739443,WOODS230222_Ajax,60,3,3,11
BETR48927665,WOODS230222_Ajax,20,1,1,1
BETR67995980,WOODS230222_Ajax,40,2,2,2
BETR27294627,WOODS230222_Ajax,40,2,2,20
BETR62943733,WOODS230222_Ajax,20,1,1,1
BETR87923871,WOODS230222_Ajax,60,3,3,11
BETR54233774,WOODS230222_Ajax,7224,154,154,572
BETR97422456,WOODS230222_Ajax,20,1,1,1
BETR78688260,WOODS230222_Ajax,104,10,10,19
BETR38675989,WOODS230222_Ajax,9100,182,182,142
BETR64492420,WOODS230222_Ajax,110,3,3,3
BETR57343357,WOODS230222_Ajax,8890,672,672,5328
BETR46222823,WOODS230222_Ajax,340,17,17,25
BETR24224832,WOODS230222_Ajax,20,1,1,1
BETR75798856,WOODS230222_Ajax,840,42,42,20
BETR44653285,WOODS230222_Ajax,360,18,18,82.3
BETR32525464,WOODS230222_Ajax,40,2,2,19.6
BETR52683465,WOODS230222_Ajax,520,26,26,60
BETR48939439,WOODS230222_Ajax,3900,195,195,158.13
BETR39573857,WOODS230222_Ajax,40,2,2,20
BETR65553328,WOODS230222_Ajax,40,2,2,6
BETR55565324,WOODS230222_Ajax,20,1,1,1
BETR66266432,WOODS230222_Ajax,40,2,2,2
BETR74756826,WOODS230222_Ajax,10905,465,465,480.5
BETR56983875,WOODS230222_Ajax,20,1,1,1
BETR84759954,WOODS230222_Ajax,40,2,2,20
BETR99633935,WOODS230222_Ajax,2900,145,145,170
BETR95773437,WOODS230222_Ajax,60,3,3,20
BETR43238223,WOODS230222_Ajax,20,1,1,1
BETR78823753,WOODS230222_Ajax,1980,88,88,152
BETR64286395,WOODS230222_Ajax,100,5,5,47.32
BETR56832425,WOODS230222_Ajax,40,2,2,20
BETR95878385,WOODS230222_Ajax,200,10,10,5
BETR29527334,WOODS230222_Ajax,240,12,12,20.03
BETR22267589,WOODS230222_Ajax,120,6,6,30
BETR65583455,WOODS230222_Ajax,140,7,7,6
BETR46853829,WOODS230222_Ajax,180,9,9,20
BETR45534286,WOODS230222_Ajax,300,15,15,16
BETR64384282,WOODS230222_Ajax,20,1,1,1
BETR74383244,WOODS230222_Ajax,80,4,4,4
BETR76228598,WOODS230222_Ajax,980,42,42,210
BETR44767838,WOODS230222_Ajax,20,1,1,1
BETR96668947,WOODS230222_Ajax,20,1,1,1
BETR69663665,WOODS230222_Ajax,100,5,5,20
BETR33462959,WOODS230222_Ajax,200,10,10,44
BETR52638335,WOODS230222_Ajax,280,14,14,49.14
BETR65248484,WOODS230222_Ajax,20874,1207,1207,7218.71
BETR95358894,WOODS230222_Ajax,150,6,6,8
BETR52938626,WOODS230222_Ajax,160,8,8,20
BETR54869720,WOODS230222_Ajax,816,32,32,488
BETR58329886,WOODS230222_Ajax,20,1,1,1
BETR59327973,WOODS230222_Ajax,840,42,42,263.96
BETR57472651,WOODS230222_Ajax,3960,54,54,660
BETR96292753,WOODS230222_Ajax,39,2,2,2
BETR57233962,WOODS230222_Ajax,580,29,29,32.51
BETR94378398,WOODS230222_Ajax,67771,707,707,8809.64
BETR22457867,WOODS230222_Ajax,20,1,1,1
BETR36652722,WOODS230222_Ajax,140,7,7,20
BETR36433970,WOODS230222_Ajax,160,8,8,20
BETR55763799,WOODS230222_Ajax,549444,35448,35448,28860.3
BETR84296930,WOODS230222_Ajax,40,2,2,9
BETR59838851,WOODS230222_Ajax,80,4,4,5
BETR39226432,WOODS230222_Ajax,20,1,1,1
BETR63922461,WOODS230222_Ajax,175,1,1,1
BETR74427542,WOODS230222_Ajax,20,1,1,1
BETR46788763,WOODS230222_Ajax,60,3,3,20
BETR82398339,WOODS230222_Ajax,605,10,10,42
BETR98795955,WOODS230222_Ajax,97680,444,444,648.3
BETR35563265,WOODS230222_Ajax,225,10,10,32
BETR62979589,WOODS230222_Ajax,300,15,15,30
BETR85384490,WOODS230222_Ajax,140,7,7,6
BETR72227663,WOODS230222_Ajax,20,1,1,1
BETR92599320,WOODS230222_Ajax,320,16,16,20
BETR39297869,WOODS230222_Ajax,20,1,1,1
BETR98996284,WOODS230222_Ajax,150,10,10,30
BETR26995488,WOODS230222_Ajax,420,21,21,87.85
BETR74972547,WOODS230222_Ajax,580,29,29,17.75
BETR75595790,WOODS230222_Ajax,480,24,24,41.86
BETR45926630,WOODS230222_Ajax,5670,294,294,56
BETR77435759,WOODS230222_Ajax,7410,266,266,665.14
BETR65864851,WOODS230222_Ajax,40,2,2,20
BETR98549268,WOODS230222_Ajax,15400,280,280,1970
BETR37488597,WOODS230222_Ajax,60,3,3,16
BETR27442271,WOODS230222_Ajax,57000,1710,1710,2079.6
BETR97582273,WOODS230222_Ajax,19980,777,777,3504.27
BETR29673963,WOODS230222_Ajax,20,1,1,1
BETR86278446,WOODS230222_Ajax,22,1,1,1
BETR84589520,WOODS230222_Ajax,60,3,3,20
BETR68427749,WOODS230222_Ajax,60,3,3,6
BETR56324555,WOODS230222_Ajax,30,3,3,3
BETR84727540,WOODS230222_Ajax,40,2,2,4
BETR26358733,WOODS230222_Ajax,280,14,14,53.37
BETR74496470,WOODS230222_Ajax,20,1,1,1
BETR36753634,WOODS230222_Ajax,440,22,22,27.84
BETR67837266,WOODS230222_Ajax,120,6,6,40
BETR95742747,WOODS230222_Ajax,360,18,18,174.75
BETR74843922,WOODS230222_Ajax,100,5,5,20
BETR34964865,WOODS230222_Ajax,840,42,42,77.15
BETR76929266,WOODS230222_Ajax,200,10,10,102.5
BETR77334939,WOODS230222_Ajax,340,12,12,36
BETR44849343,WOODS230222_Ajax,40,2,2,20
BETR35375288,WOODS230222_Ajax,160,8,8,20
BETR76336248,WOODS230222_Ajax,40,2,2,2
BETR45845221,WOODS230222_Ajax,40,2,2,11
BETR39298873,WOODS230222_Ajax,50,4,4,4
BETR64736463,WOODS230222_Ajax,630,63,63,91.5
BETR55482485,WOODS230222_Ajax,100,5,5,8
BETR57866498,WOODS230222_Ajax,40,2,2,20
BETR43449797,WOODS230222_Ajax,7520,376,376,240
BETR49595252,WOODS230222_Ajax,3500,175,175,245.95
BETR64852781,WOODS230222_Ajax,250,20,20,22
BETR93567458,WOODS230222_Ajax,500,30,30,48.6
BETR77936379,WOODS230222_Ajax,90,6,6,40
BETR34934882,WOODS230222_Ajax,720,36,36,172.08
BETR86294965,WOODS230222_Ajax,220,11,11,20.95
BETR29483579,WOODS230222_Ajax,21,1,1,1
BETR76833655,WOODS230222_Ajax,60,3,3,9
BETR43444570,WOODS230222_Ajax,60,3,3,20
BETR67388867,WOODS230222_Ajax,20,1,1,1
BETR54239660,WOODS230222_Ajax,40,2,2,2
BETR77682832,WOODS230222_Ajax,240,12,12,8
BETR83252531,WOODS230222_Ajax,750,10,10,300
BETR86394573,WOODS230222_Ajax,1650,66,66,67.44
BETR55485431,WOODS230222_Ajax,40,2,2,20
BETR28284597,WOODS230222_Ajax,20,1,1,1
BETR46346352,WOODS230222_Ajax,20,1,1,1
BETR39324459,WOODS230222_Ajax,1300,140,140,441
BETR26388242,WOODS230222_Ajax,80,4,4,40
BETR42334438,WOODS230222_Ajax,320,16,16,35
BETR48239294,WOODS230222_Ajax,160,8,8,26.3
BETR84565586,WOODS230222_Ajax,8200,246,246,147.36
BETR65536963,WOODS230222_Ajax,60,3,3,20
BETR68268489,WOODS230222_Ajax,61,3,3,3
BETR94273365,WOODS230222_Ajax,20600,1442,1442,561.82
BETR98969325,WOODS230222_Ajax,20,1,1,1
BETR22528697,WOODS230222_Ajax,1740,87,87,72.86
BETR57594353,WOODS230222_Ajax,7560,252,252,109.14
BETR95766583,WOODS230222_Ajax,20,1,1,1
BETR75968969,WOODS230222_Ajax,900,42,42,147
BETR39563797,WOODS230222_Ajax,48,5,5,5
BETR48557428,WOODS230222_Ajax,2880,144,144,1394.44
BETR88245996,WOODS230222_Ajax,20,1,1,1
BETR24697544,WOODS230222_Ajax,3900,364,364,707.21
BETR44774874,WOODS230222_Ajax,280,14,14,359.14
BETR78479585,WOODS230222_Ajax,20,1,1,1
BETR25543840,WOODS230222_Ajax,1665,81,81,180
BETR35552528,WOODS230222_Ajax,60,3,3,16
BETR42856237,WOODS230222_Ajax,152,8,8,12
BETR36578763,WOODS230222_Ajax,120,6,6,10
BETR47342391,WOODS230222_Ajax,120,6,6,28.55
BETR44477737,WOODS230222_Ajax,3480,174,174,20
BETR57492758,WOODS230222_Ajax,20,1,1,1
BETR97937530,WOODS230222_Ajax,80,4,4,4
BETR58679585,WOODS230222_Ajax,6890,208,208,88
BETR47294492,WOODS230222_Ajax,40,2,2,2
BETR86278736,WOODS230222_Ajax,60,3,3,11.4
BETR43389475,WOODS230222_Ajax,100,5,5,10
BETR66975563,WOODS230222_Ajax,100,5,5,10
BETR85353748,WOODS230222_Ajax,20,1,1,1
BETR96276944,WOODS230222_Ajax,60,3,3,35
BETR26836996,WOODS230222_Ajax,20,1,1,1
BETR55373899,WOODS230222_Ajax,140,7,7,20
BETR95867327,WOODS230222_Ajax,260,13,13,20
BETR68483677,WOODS230222_Ajax,20,1,1,1
BETR67437428,WOODS230222_Ajax,60,3,3,5
BETR96335436,WOODS230222_Ajax,100,2,2,2
BETR93537369,WOODS230222_Ajax,20,1,1,1
BETR29474782,WOODS230222_Ajax,203175,3440,3440,25545.12
BETR34334491,WOODS230222_Ajax,100,3,3,3
BETR99787874,WOODS230222_Ajax,550,33,33,60
BETR26338391,WOODS230222_Ajax,20,1,1,1
BETR33465752,WOODS230222_Ajax,3575,385,385,455
BETR56399928,WOODS230222_Ajax,225,9,9,13
BETR25343280,WOODS230222_Ajax,31433,344,344,2384.32
BETR47876971,WOODS230222_Ajax,40,2,2,20
BETR97775927,WOODS230222_Ajax,20,1,1,1
